Wind forecast,Load forecast,Hour contribution,Month contribution
1494.8,8683.8,-8.1784,-0.43164
1550,8579.3,-8.5721,-0.43164
1613.8,8542.3,-7.8377,-0.43164
1703.3,8596.8,-3.9861,-0.43164
1784.3,8544.8,-0.75799,-0.43164
1849.5,8612,0.24353,-0.43164
1931,8680.3,-0.6933,-0.43164
2049.8,8439.3,-2.2254,-0.43164
2160.3,8123.5,-3.3214,-0.43164
2233,8051.5,-4.5531,-0.43164
2314.5,7969,-5.8897,-0.43164
2378.5,8040,-6.4964,-0.43164
2375.5,8375.5,-6.5532,-0.43164
2404.5,9014.3,-6.0053,-0.43164
2421.3,9957.3,-3.1522,-0.43164
2493.8,10463,0,-0.43164
2437.5,10694,1.6543,-0.43164
2367.8,11040,0.2304,-0.43164
2347.5,10843,-2.3736,-0.43164
2271.8,10500,-3.3265,-0.43164
2144.8,9994,-5.7591,-0.43164
1971.8,9458.5,-6.685,-0.43164
1882.3,9094.5,-7.2162,-0.43164
1785.8,8875.8,-7.554,-0.43164
1626.3,8811.8,-8.1784,-0.43164
1392,8940.8,-8.5721,-0.43164
1177,9344.3,-7.8377,-0.43164
993.25,10320,-3.9861,-0.43164
787.25,11570,-0.75799,-0.43164
636.5,12498,0.24353,-0.43164
561.5,12712,-0.6933,-0.43164
546.25,12435,-2.2254,-0.43164
529.5,12157,-3.3214,-0.43164
498.75,11743,-4.5531,-0.43164
529,11555,-5.8897,-0.43164
583.5,11575,-6.4964,-0.43164
617.75,11616,-6.5532,-0.43164
675,11923,-6.0053,-0.43164
730.25,12524,-3.1522,-0.43164
877,12482,0,-0.43164
1163.3,12552,1.6543,-0.43164
1506.3,12760,0.2304,-0.43164
1840.8,12289,-2.3736,-0.43164
2103,11615,-3.3265,-0.43164
2334.5,10978,-5.7591,-0.43164
2387.8,10245,-6.685,-0.43164
2446.5,9714.3,-7.2162,-0.43164
2451.3,9430.8,-7.554,-0.43164
2335.3,9247,-8.1784,-0.43164
2110.8,9204.5,-8.5721,-0.43164
1892.3,9488,-7.8377,-0.43164
1709.8,10316,-3.9861,-0.43164
1583.5,11570,-0.75799,-0.43164
1461.5,12453,0.24353,-0.43164
1442.8,12624,-0.6933,-0.43164
1544.5,12299,-2.2254,-0.43164
1675.5,12294,-3.3214,-0.43164
1784,12225,-4.5531,-0.43164
1839,11856,-5.8897,-0.43164
1838.5,11779,-6.4964,-0.43164
1812.8,11825,-6.5532,-0.43164
1871.3,12088,-6.0053,-0.43164
1969.3,12471,-3.1522,-0.43164
2149,12343,0,-0.43164
2320,12370,1.6543,-0.43164
2464.3,12493,0.2304,-0.43164
2517.8,12009,-2.3736,-0.43164
2347.5,11428,-3.3265,-0.43164
2292,10920,-5.7591,-0.43164
2260,10277,-6.685,-0.43164
2269.3,9771.8,-7.2162,-0.43164
2282,9542,-7.554,-0.43164
2244.3,9494,-8.1784,-0.43164
2235.3,9530.8,-8.5721,-0.43164
2218,9832.3,-7.8377,-0.43164
2213.8,10767,-3.9861,-0.43164
2268.3,12071,-0.75799,-0.43164
2341.5,12832,0.24353,-0.43164
2393.8,12743,-0.6933,-0.43164
2370.3,12318,-2.2254,-0.43164
2363,11884,-3.3214,-0.43164
2336,11463,-4.5531,-0.43164
2274.5,11160,-5.8897,-0.43164
2064,11447,-6.4964,-0.43164
1893,11782,-6.5532,-0.43164
1775.3,12152,-6.0053,-0.43164
1663.8,12667,-3.1522,-0.43164
1632.8,12524,0,-0.43164
1668,12527,1.6543,-0.43164
1712.3,12703,0.2304,-0.43164
1638.3,12158,-2.3736,-0.43164
1646.3,11479,-3.3265,-0.43164
1645.5,10836,-5.7591,-0.43164
1862.3,10136,-6.685,-0.43164
1838.8,9723.8,-7.2162,-0.43164
1773.5,9515.8,-7.554,-0.43164
1813,9437.5,-8.1784,-0.43164
1890.5,9462.3,-8.5721,-0.43164
1948.3,9817,-7.8377,-0.43164
1995.5,10813,-3.9861,-0.43164
2069.5,12210,-0.75799,-0.43164
2180.5,13020,0.24353,-0.43164
2317.8,13061,-0.6933,-0.43164
2466.8,12762,-2.2254,-0.43164
2567,12373,-3.3214,-0.43164
2669.8,12154,-4.5531,-0.43164
2709.8,12133,-5.8897,-0.43164
2694.8,12155,-6.4964,-0.43164
2546.5,12205,-6.5532,-0.43164
2376.5,12513,-6.0053,-0.43164
2285.3,12964,-3.1522,-0.43164
2346,12832,0,-0.43164
2525.8,12898,1.6543,-0.43164
2709.5,12950,0.2304,-0.43164
2934.8,12327,-2.3736,-0.43164
3066.8,11608,-3.3265,-0.43164
3173.3,10964,-5.7591,-0.43164
3080.8,10279,-6.685,-0.43164
3129.5,9721.5,-7.2162,-0.43164
3168,9476,-7.554,-0.43164
3188.5,9386.5,-8.1784,-0.43164
3195.8,9407,-8.5721,-0.43164
3175.5,9738,-7.8377,-0.43164
3139.3,10613,-3.9861,-0.43164
3156,12069,-0.75799,-0.43164
3182.3,12962,0.24353,-0.43164
3234.8,13051,-0.6933,-0.43164
3286.8,12644,-2.2254,-0.43164
3344.8,12239,-3.3214,-0.43164
3412.3,11831,-4.5531,-0.43164
3456.3,11694,-5.8897,-0.43164
3477.8,11638,-6.4964,-0.43164
3485.8,11557,-6.5532,-0.43164
3518.8,11848,-6.0053,-0.43164
3550.3,12381,-3.1522,-0.43164
3523,12360,0,-0.43164
3496.5,12337,1.6543,-0.43164
3491.3,12400,0.2304,-0.43164
3430.5,11777,-2.3736,-0.43164
3253.8,11133,-3.3265,-0.43164
3009.5,10616,-5.7591,-0.43164
2844.5,9960,-6.685,-0.43164
2611.8,9476.8,-7.2162,-0.43164
2269,9205.8,-7.554,-0.43164
1771,9089.8,-8.1784,-0.43164
1296.3,9068,-8.5721,-0.43164
1123.3,9086.3,-7.8377,-0.43164
965.25,9341.5,-3.9861,-0.43164
815.5,9714.3,-0.75799,-0.43164
782,9983.5,0.24353,-0.43164
732.5,9889.3,-0.6933,-0.43164
668,9262.5,-2.2254,-0.43164
621.5,8707,-3.3214,-0.43164
553.25,8462.3,-4.5531,-0.43164
426.5,8368.8,-5.8897,-0.43164
316,8261.8,-6.4964,-0.43164
251.25,8360.5,-6.5532,-0.43164
216.25,8917.8,-6.0053,-0.43164
192.75,9848.5,-3.1522,-0.43164
213.25,10268,0,-0.43164
291.5,10487,1.6543,-0.43164
419.25,10715,0.2304,-0.43164
559.5,10432,-2.3736,-0.43164
688.25,10181,-3.3265,-0.43164
854,9803.3,-5.7591,-0.43164
525.5,9417.5,-6.685,-0.43164
670.25,9034.5,-7.2162,-0.43164
932.5,8771.8,-7.554,-0.43164
1174.3,8641.8,-8.1784,-0.43164
1350.5,8584.3,-8.5721,-0.43164
1481.3,8590.3,-7.8377,-0.43164
1645.8,8665.3,-3.9861,-0.43164
1858.5,8757,-0.75799,-0.43164
2035.8,8953.8,0.24353,-0.43164
2130.8,9212.3,-0.6933,-0.43164
2155,9154.5,-2.2254,-0.43164
2219.8,9040.3,-3.3214,-0.43164
2283.5,9098.3,-4.5531,-0.43164
2375.3,9067.5,-5.8897,-0.43164
2458.3,9020.5,-6.4964,-0.43164
2501.8,9209.8,-6.5532,-0.43164
2601.8,9687.3,-6.0053,-0.43164
2677.3,10436,-3.1522,-0.43164
2630,10691,0,-0.43164
2533.3,10757,1.6543,-0.43164
2455.5,10833,0.2304,-0.43164
2282.3,10528,-2.3736,-0.43164
1968.5,10131,-3.3265,-0.43164
1629.5,9627.3,-5.7591,-0.43164
1822.3,9171,-6.685,-0.43164
1486.8,8862,-7.2162,-0.43164
1179,8717.5,-7.554,-0.43164
837.5,8659,-8.1784,-0.43164
548,8778.8,-8.5721,-0.43164
343.25,9242,-7.8377,-0.43164
226,10234,-3.9861,-0.43164
164.75,11715,-0.75799,-0.43164
166,12650,0.24353,-0.43164
222,12765,-0.6933,-0.43164
334.5,12365,-2.2254,-0.43164
529,11996,-3.3214,-0.43164
866,11605,-4.5531,-0.43164
1129.5,11392,-5.8897,-0.43164
1236.8,11523,-6.4964,-0.43164
1340.5,11838,-6.5532,-0.43164
1363.3,12176,-6.0053,-0.43164
1340,12804,-3.1522,-0.43164
1380.5,12731,0,-0.43164
1509.8,12672,1.6543,-0.43164
1514.8,12755,0.2304,-0.43164
1598,12213,-2.3736,-0.43164
1704.3,11472,-3.3265,-0.43164
1822.8,10834,-5.7591,-0.43164
1842.3,10102,-6.685,-0.43164
1934,9539.3,-7.2162,-0.43164
1962,9219,-7.554,-0.43164
1867.3,9087.5,-8.1784,-0.43164
1568,9104.5,-8.5721,-0.43164
1238,9450.3,-7.8377,-0.43164
1002.8,10415,-3.9861,-0.43164
782.75,11821,-0.75799,-0.43164
564.5,12805,0.24353,-0.43164
409.5,13111,-0.6933,-0.43164
322.75,12494,-2.2254,-0.43164
299.25,12890,-3.3214,-0.43164
289.25,12872,-4.5531,-0.43164
339.75,12477,-5.8897,-0.43164
369.5,12476,-6.4964,-0.43164
392,12622,-6.5532,-0.43164
392.5,12879,-6.0053,-0.43164
401.5,13154,-3.1522,-0.43164
467.25,12775,0,-0.43164
561.5,12664,1.6543,-0.43164
687.75,12516,0.2304,-0.43164
829.75,12010,-2.3736,-0.43164
1007.3,11383,-3.3265,-0.43164
1275,10767,-5.7591,-0.43164
1014.3,10150,-6.685,-0.43164
1086,9682.8,-7.2162,-0.43164
1173.5,9487.5,-7.554,-0.43164
1258.5,9411.5,-8.1784,-0.43164
1381,9479.8,-8.5721,-0.43164
1499.5,9793.3,-7.8377,-0.43164
1549.3,10763,-3.9861,-0.43164
1606.8,12177,-0.75799,-0.43164
1694.5,13534,0.24353,-0.43164
1840.3,13686,-0.6933,-0.43164
2000.5,13241,-2.2254,-0.43164
2129.5,12392,-3.3214,-0.43164
2177.8,11911,-4.5531,-0.43164
2135,11685,-5.8897,-0.43164
2075,11961,-6.4964,-0.43164
2027.3,12239,-6.5532,-0.43164
1983.3,12595,-6.0053,-0.43164
1923.3,13110,-3.1522,-0.43164
1807.3,12872,0,-0.43164
1640.3,12880,1.6543,-0.43164
1427,12770,0.2304,-0.43164
1154.8,12202,-2.3736,-0.43164
936.75,11493,-3.3265,-0.43164
736.5,10836,-5.7591,-0.43164
1207,10110,-6.685,-0.43164
1073,9700.5,-7.2162,-0.43164
940.75,9533.3,-7.554,-0.43164
795,9469,-8.1784,-0.43164
686,9506.8,-8.5721,-0.43164
608.5,9888.5,-7.8377,-0.43164
527,10937,-3.9861,-0.43164
498.75,12435,-0.75799,-0.43164
544,13288,0.24353,-0.43164
633.75,13321,-0.6933,-0.43164
763.5,12889,-2.2254,-0.43164
839.75,12385,-3.3214,-0.43164
868.5,12192,-4.5531,-0.43164
817.5,12120,-5.8897,-0.43164
726,12136,-6.4964,-0.43164
657.25,12336,-6.5532,-0.43164
636.75,12707,-6.0053,-0.43164
667.5,13268,-3.1522,-0.43164
767,13104,0,-0.43164
1015.3,13222,1.6543,-0.43164
1300.5,13020,0.2304,-0.43164
1661.8,12296,-2.3736,-0.43164
1792.8,11494,-3.3265,-0.43164
1966.8,10832,-5.7591,-0.43164
1659.3,10109,-6.685,-0.43164
1742.3,9547.8,-7.2162,-0.43164
1838,9269.3,-7.554,-0.43164
1929,9209.8,-8.1784,-0.43164
2024.3,9227,-8.5721,-0.43164
2103.8,9608,-7.8377,-0.43164
2180.5,10562,-3.9861,-0.43164
2361,12126,-0.75799,-0.43164
2570,13138,0.24353,-0.43164
2770.5,13455,-0.6933,-0.43164
3014.5,13289,-2.2254,-0.43164
3157,13063,-3.3214,-0.43164
3209,12825,-4.5531,-0.43164
3223,12703,-5.8897,-0.43164
3208.8,12636,-6.4964,-0.43164
3149.3,12532,-6.5532,-0.43164
3062.8,12662,-6.0053,-0.43164
2947.5,13066,-3.1522,-0.43164
2881.5,12833,0,-0.43164
2875.5,12687,1.6543,-0.43164
2767.5,12437,0.2304,-0.43164
2643,11779,-2.3736,-0.43164
2586.5,11091,-3.3265,-0.43164
2570,10567,-5.7591,-0.43164
2429,9772.5,-6.685,-0.43164
2396.3,9316.3,-7.2162,-0.43164
2340.8,9056,-7.554,-0.43164
2253.8,9008.3,-8.1784,-0.43164
2154.3,9019.5,-8.5721,-0.43164
1976.3,9143.5,-7.8377,-0.43164
1786.5,9458.8,-3.9861,-0.43164
1683,9972.3,-0.75799,-0.43164
1589.8,10450,0.24353,-0.43164
1531,10588,-0.6933,-0.43164
1528.8,10196,-2.2254,-0.43164
1491.5,9872,-3.3214,-0.43164
1476.8,9760.3,-4.5531,-0.43164
1413.8,9790.3,-5.8897,-0.43164
1315.3,9771.3,-6.4964,-0.43164
1250,9798,-6.5532,-0.43164
1277.5,10162,-6.0053,-0.43164
1307.3,10849,-3.1522,-0.43164
1254.8,11009,0,-0.43164
1242.3,11041,1.6543,-0.43164
1289.5,10934,0.2304,-0.43164
1297.5,10640,-2.3736,-0.43164
1241.3,10405,-3.3265,-0.43164
1135.5,9980.3,-5.7591,-0.43164
898,9599.5,-6.685,-0.43164
720.5,9202.3,-7.2162,-0.43164
548.75,8937.3,-7.554,-0.43164
422.75,8794.5,-8.1784,-0.43164
327.25,8740.8,-8.5721,-0.43164
239.5,8749.3,-7.8377,-0.43164
181.75,8797.5,-3.9861,-0.43164
147.75,8972.5,-0.75799,-0.43164
100.5,9293.8,0.24353,-0.43164
71.75,9801,-0.6933,-0.43164
46,9924.8,-2.2254,-0.43164
49.25,9945.3,-3.3214,-0.43164
75,9972,-4.5531,-0.43164
138.25,9757.8,-5.8897,-0.43164
203.75,9581.8,-6.4964,-0.43164
264.25,9800,-6.5532,-0.43164
334.5,10157,-6.0053,-0.43164
458.5,10726,-3.1522,-0.43164
628.5,10838,0,-0.43164
801,10819,1.6543,-0.43164
959.25,10734,0.2304,-0.43164
1085.8,10372,-2.3736,-0.43164
1184.8,10012,-3.3265,-0.43164
1244.3,9484,-5.7591,-0.43164
1424,9044.8,-6.685,-0.43164
1595,8759.8,-7.2162,-0.43164
1797.8,8654.8,-7.554,-0.43164
1908.3,8668,-8.1784,-0.43164
1837.8,8829,-8.5721,-0.43164
1722,9296.3,-7.8377,-0.43164
1498.3,10303,-3.9861,-0.43164
1207.5,11909,-0.75799,-0.43164
894.75,12881,0.24353,-0.43164
668.75,13051,-0.6933,-0.43164
618.5,12731,-2.2254,-0.43164
718,12394,-3.3214,-0.43164
791.75,12068,-4.5531,-0.43164
713.5,11884,-5.8897,-0.43164
684.5,11896,-6.4964,-0.43164
601.25,12128,-6.5532,-0.43164
548,12482,-6.0053,-0.43164
494.5,13102,-3.1522,-0.43164
452.25,12972,0,-0.43164
459.75,12890,1.6543,-0.43164
510.75,12679,0.2304,-0.43164
585.5,12101,-2.3736,-0.43164
587.5,11373,-3.3265,-0.43164
633.25,10801,-5.7591,-0.43164
688.25,10132,-6.685,-0.43164
664.5,9570,-7.2162,-0.43164
639,9301,-7.554,-0.43164
610,9282.5,-8.1784,-0.43164
572,9373,-8.5721,-0.43164
544.75,9778.8,-7.8377,-0.43164
506,10900,-3.9861,-0.43164
428.25,12526,-0.75799,-0.43164
312.25,13562,0.24353,-0.43164
274.25,13853,-0.6933,-0.43164
246.75,13295,-2.2254,-0.43164
228.25,13361,-3.3214,-0.43164
203.75,13196,-4.5531,-0.43164
162.5,13192,-5.8897,-0.43164
154.75,13093,-6.4964,-0.43164
127.25,13224,-6.5532,-0.43164
98,13424,-6.0053,-0.43164
72,13848,-3.1522,-0.43164
66.5,13434,0,-0.43164
70.5,13360,1.6543,-0.43164
75.25,12967,0.2304,-0.43164
75.5,12441,-2.3736,-0.43164
72.75,11730,-3.3265,-0.43164
80.5,11004,-5.7591,-0.43164
90.75,10295,-6.685,-0.43164
80,9779.5,-7.2162,-0.43164
78.5,9559,-7.554,-0.43164
85.25,9489.3,-8.1784,-0.43164
94,9555.5,-8.5721,-0.43164
111.5,9879,-7.8377,-0.43164
133.75,10879,-3.9861,-0.43164
142.5,12433,-0.75799,-0.43164
141.25,13819,0.24353,-0.43164
147.5,13920,-0.6933,-0.43164
175.75,13310,-2.2254,-0.43164
219,12529,-3.3214,-0.43164
282.75,12324,-4.5531,-0.43164
366.75,12434,-5.8897,-0.43164
456.25,12508,-6.4964,-0.43164
547.75,12781,-6.5532,-0.43164
701,13171,-6.0053,-0.43164
915,13640,-3.1522,-0.43164
1093.3,13322,0,-0.43164
1038.8,13297,1.6543,-0.43164
1037.5,12978,0.2304,-0.43164
1033.5,12385,-2.3736,-0.43164
1056.3,11658,-3.3265,-0.43164
1029.5,10976,-5.7591,-0.43164
983.25,10275,-6.685,-0.43164
894,9814,-7.2162,-0.43164
853.5,9643.3,-7.554,-0.43164
924.5,9572.5,-8.1784,-0.43164
1034.5,9649.3,-8.5721,-0.43164
1096,10020,-7.8377,-0.43164
1180.8,11043,-3.9861,-0.43164
1175.3,12612,-0.75799,-0.43164
1125,13472,0.24353,-0.43164
1193.5,13542,-0.6933,-0.43164
1275,12938,-2.2254,-0.43164
1422.5,12259,-3.3214,-0.43164
1653,11907,-4.5531,-0.43164
1898.8,11753,-5.8897,-0.43164
2150.3,11806,-6.4964,-0.43164
2367.3,12135,-6.5532,-0.43164
2576.8,12638,-6.0053,-0.43164
2768,13331,-3.1522,-0.43164
2874.3,13211,0,-0.43164
2879.3,13401,1.6543,-0.43164
2813.8,13088,0.2304,-0.43164
2678.5,12361,-2.3736,-0.43164
2558.8,11520,-3.3265,-0.43164
2391,10838,-5.7591,-0.43164
1692,10141,-6.685,-0.43164
1635.3,9564,-7.2162,-0.43164
1648.8,9316.5,-7.554,-0.43164
1688.3,9261.3,-8.1784,-0.43164
1793.3,9300.8,-8.5721,-0.43164
1833.8,9664,-7.8377,-0.43164
1846.3,10691,-3.9861,-0.43164
1878.3,12283,-0.75799,-0.43164
1924.3,13310,0.24353,-0.43164
1949,13615,-0.6933,-0.43164
2042,13485,-2.2254,-0.43164
2161.8,13424,-3.3214,-0.43164
2234.8,13122,-4.5531,-0.43164
2203,12913,-5.8897,-0.43164
2095.3,12701,-6.4964,-0.43164
2086.5,12608,-6.5532,-0.43164
2361.5,12707,-6.0053,-0.43164
2681,13137,-3.1522,-0.43164
2927,12841,0,-0.43164
3081,12738,1.6543,-0.43164
3207.3,12350,0.2304,-0.43164
3296.8,11681,-2.3736,-0.43164
3316,10970,-3.3265,-0.43164
3326,10390,-5.7591,-0.43164
3337,9743.5,-6.685,-0.43164
3340.8,9284.5,-7.2162,-0.43164
3344.3,9052,-7.554,-0.43164
3333,9036.3,-8.1784,-0.43164
3306,9030.8,-8.5721,-0.43164
3278.8,9168,-7.8377,-0.43164
3222.3,9534,-3.9861,-0.43164
3108.8,10149,-0.75799,-0.43164
3025.8,10736,0.24353,-0.43164
2974.8,11072,-0.6933,-0.43164
2982.5,10902,-2.2254,-0.43164
3010.5,10642,-3.3214,-0.43164
3023.3,10405,-4.5531,-0.43164
2980.8,10286,-5.8897,-0.43164
2952,10386,-6.4964,-0.43164
2949.3,10480,-6.5532,-0.43164
3001.5,10763,-6.0053,-0.43164
3063,11426,-3.1522,-0.43164
3091,11575,0,-0.43164
2970.3,11551,1.6543,-0.43164
2791.3,11244,0.2304,-0.43164
2522.3,10869,-2.3736,-0.43164
2116.8,10550,-3.3265,-0.43164
1631,10117,-5.7591,-0.43164
1926.8,9711.5,-6.685,-0.43164
1842.3,9299.5,-7.2162,-0.43164
1773,9066.8,-7.554,-0.43164
1751.8,9066.8,-8.1784,-0.43164
1676.5,8977,-8.5721,-0.43164
1587.8,8956,-7.8377,-0.43164
1456.3,9002.8,-3.9861,-0.43164
1362.8,9096,-0.75799,-0.43164
1298.5,9377.3,0.24353,-0.43164
1341.3,9719.5,-0.6933,-0.43164
1553.3,10157,-2.2254,-0.43164
1728.5,10343,-3.3214,-0.43164
1810,10428,-4.5531,-0.43164
1816.8,10449,-5.8897,-0.43164
1737.8,10236,-6.4964,-0.43164
1600.5,10037,-6.5532,-0.43164
1580.5,10189,-6.0053,-0.43164
1642.5,10494,-3.1522,-0.43164
1639.8,11152,0,-0.43164
1581.3,11289,1.6543,-0.43164
1511,11205,0.2304,-0.43164
1419.3,11003,-2.3736,-0.43164
1313,10613,-3.3265,-0.43164
1205,10251,-5.7591,-0.43164
1105.5,9766.3,-6.685,-0.43164
980.25,9091.8,-7.2162,-0.43164
913.75,9003.3,-7.554,-0.43164
821.75,9017,-8.1784,-0.43164
727,9167.3,-8.5721,-0.43164
639.25,9581.5,-7.8377,-0.43164
566.25,10534,-3.9861,-0.43164
483,12212,-0.75799,-0.43164
416.25,13367,0.24353,-0.43164
394.75,13666,-0.6933,-0.43164
385.75,13440,-2.2254,-0.43164
436.75,13155,-3.3214,-0.43164
460.75,12880,-4.5531,-0.43164
478,12745,-5.8897,-0.43164
483.25,12715,-6.4964,-0.43164
487.25,12926,-6.5532,-0.43164
442.75,13196,-6.0053,-0.43164
391.5,13602,-3.1522,-0.43164
421.5,13281,0,-0.43164
430.5,13056,1.6543,-0.43164
371,12688,0.2304,-0.43164
354,12078,-2.3736,-0.43164
381,11354,-3.3265,-0.43164
369.5,10791,-5.7591,-0.43164
327,9358.3,-6.685,-0.43164
243.5,9538,-7.2162,-0.43164
257.5,9293.5,-7.554,-0.43164
259.75,9290.8,-8.1784,-0.43164
260.5,9379.8,-8.5721,-0.43164
257.25,9717.8,-7.8377,-0.43164
256.25,10725,-3.9861,-0.43164
273.25,12263,-0.75799,-0.43164
248.75,13352,0.24353,-0.43164
184.25,13618,-0.6933,-0.43164
142.75,13114,-2.2254,-0.43164
158.75,13189,-3.3214,-0.43164
176.25,12963,-4.5531,-0.43164
207.5,12906,-5.8897,-0.43164
239.5,12921,-6.4964,-0.43164
283,13057,-6.5532,-0.43164
328.75,13209,-6.0053,-0.43164
423,13642,-3.1522,-0.43164
563.75,13260,0,-0.43164
699.5,13079,1.6543,-0.43164
754.5,12713,0.2304,-0.43164
784.75,12243,-2.3736,-0.43164
811.25,11653,-3.3265,-0.43164
782.75,10994,-5.7591,-0.43164
727.25,10100,-6.685,-0.43164
651,10033,-7.2162,-0.43164
595.75,9816,-7.554,-0.43164
587.5,9745.5,-8.1784,-0.43164
608,9779.3,-8.5721,-0.43164
633,10094,-7.8377,-0.43164
653,11063,-3.9861,-0.43164
650.5,12692,-0.75799,-0.43164
616.5,13704,0.24353,-0.43164
528.75,13875,-0.6933,-0.43164
426.5,13541,-2.2254,-0.43164
435.75,13211,-3.3214,-0.43164
516.75,12886,-4.5531,-0.43164
614,12857,-5.8897,-0.43164
656.25,12925,-6.4964,-0.43164
668.25,13043,-6.5532,-0.43164
715.75,13430,-6.0053,-0.43164
912.5,13964,-3.1522,-0.43164
1137.8,13665,0,-0.43164
1282.8,13605,1.6543,-0.43164
1311.3,13161,0.2304,-0.43164
1336.5,12535,-2.3736,-0.43164
1329.5,11832,-3.3265,-0.43164
1277.3,11170,-5.7591,-0.43164
1204.5,10551,-6.685,-0.43164
968.5,9966.8,-7.2162,-0.43164
937.25,9774.8,-7.554,-0.43164
954.5,9741,-8.1784,-0.43164
972,9824.8,-8.5721,-0.43164
964.75,10174,-7.8377,-0.43164
924.25,11184,-3.9861,-0.43164
883,12750,-0.75799,-0.43164
800.75,13631,0.24353,-0.43164
706.75,13815,-0.6933,-0.43164
633,13449,-2.2254,-0.43164
589,12967,-3.3214,-0.43164
590.75,12576,-4.5531,-0.43164
607,12172,-5.8897,-0.43164
670,12013,-6.4964,-0.43164
711.75,12201,-6.5532,-0.43164
759,12707,-6.0053,-0.43164
935.75,13451,-3.1522,-0.43164
1135.3,13307,0,-0.43164
1273,13518,1.6543,-0.43164
1278.3,13113,0.2304,-0.43164
1262.5,12418,-2.3736,-0.43164
1245.3,11589,-3.3265,-0.43164
1181.3,10905,-5.7591,-0.43164
1118,10460,-6.685,2.5791
1043.5,9515,-7.2162,2.5791
985.25,9333.5,-7.554,2.5791
931,9289.5,-8.1784,2.5791
925,9353,-8.5721,2.5791
969.5,9686.8,-7.8377,2.5791
1013.8,10671,-3.9861,2.5791
1051.3,12210,-0.75799,2.5791
1092.3,13236,0.24353,2.5791
1123.3,13419,-0.6933,2.5791
1166.3,13164,-2.2254,2.5791
1249.5,12940,-3.3214,2.5791
1340.3,12575,-4.5531,2.5791
1421.5,12390,-5.8897,2.5791
1506.8,12194,-6.4964,2.5791
1602,12182,-6.5532,2.5791
1675.8,12477,-6.0053,2.5791
1701.3,13030,-3.1522,2.5791
1730.5,12802,0,2.5791
1769.5,12665,1.6543,2.5791
1787.5,12185,0.2304,2.5791
1789.8,11488,-2.3736,2.5791
1711.3,10772,-3.3265,2.5791
1651,10203,-5.7591,2.5791
1650,10045,-6.685,2.5791
2003.3,8854.8,-7.2162,2.5791
2177.3,8629.3,-7.554,2.5791
2340.3,8619,-8.1784,2.5791
2468.3,8606,-8.5721,2.5791
2564,8770,-7.8377,2.5791
2629.3,9158.5,-3.9861,2.5791
2627.5,9798,-0.75799,2.5791
2595.8,10501,0.24353,2.5791
2638.5,10953,-0.6933,2.5791
2685.5,10902,-2.2254,2.5791
2725.5,10652,-3.3214,2.5791
2727.8,10378,-4.5531,2.5791
2788.3,10138,-5.8897,2.5791
2896.8,10128,-6.4964,2.5791
2928.5,10354,-6.5532,2.5791
3030.3,10767,-6.0053,2.5791
3144,11391,-3.1522,2.5791
3279.5,11506,0,2.5791
3376,11389,1.6543,2.5791
3384.3,10978,0.2304,2.5791
3349.8,10626,-2.3736,2.5791
3252.3,10316,-3.3265,2.5791
3115.3,9906.8,-5.7591,2.5791
2998.3,9347.5,-6.685,2.5791
2825,9164.8,-7.2162,2.5791
2656.3,8976.8,-7.554,2.5791
2476.8,8951.8,-8.1784,2.5791
2287.8,8944.3,-8.5721,2.5791
2122.5,8983.3,-7.8377,2.5791
1972,9067,-3.9861,2.5791
1768.8,9370,-0.75799,2.5791
1489.5,9748.5,0.24353,2.5791
1208.8,10109,-0.6933,2.5791
1007.5,10307,-2.2254,2.5791
833.25,10304,-3.3214,2.5791
629.5,10213,-4.5531,2.5791
498.5,9991,-5.8897,2.5791
416.75,9828.8,-6.4964,2.5791
354.25,9912,-6.5532,2.5791
336,10240,-6.0053,2.5791
333.25,10970,-3.1522,2.5791
351.75,11402,0,2.5791
378.75,11411,1.6543,2.5791
431.5,11187,0.2304,2.5791
510,10806,-2.3736,2.5791
577.5,10492,-3.3265,2.5791
643.75,9997.3,-5.7591,2.5791
702,9567.5,-6.685,2.5791
858.5,9297,-7.2162,2.5791
1076.8,9129.5,-7.554,2.5791
1233.8,9161.3,-8.1784,2.5791
1283.8,9291.5,-8.5721,2.5791
1344.5,9585,-7.8377,2.5791
1438,10358,-3.9861,2.5791
1490.3,11864,-0.75799,2.5791
1421,13195,0.24353,2.5791
1352.8,13670,-0.6933,2.5791
1312.8,13492,-2.2254,2.5791
1259.8,13109,-3.3214,2.5791
1150.8,12778,-4.5531,2.5791
1037.5,12668,-5.8897,2.5791
863.5,12641,-6.4964,2.5791
701,12749,-6.5532,2.5791
567.25,13069,-6.0053,2.5791
513.25,13519,-3.1522,2.5791
493.5,13567,0,2.5791
481.5,13457,1.6543,2.5791
459.5,12995,0.2304,2.5791
447.5,12401,-2.3736,2.5791
444.75,11707,-3.3265,2.5791
425.25,11102,-5.7591,2.5791
433.25,9985.5,-6.685,2.5791
400.25,9865,-7.2162,2.5791
415,9591.5,-7.554,2.5791
437.75,9544.8,-8.1784,2.5791
451.5,9593.8,-8.5721,2.5791
443,9808.3,-7.8377,2.5791
425,10533,-3.9861,2.5791
387.25,11906,-0.75799,2.5791
359.5,13168,0.24353,2.5791
339.75,13590,-0.6933,2.5791
323.25,13330,-2.2254,2.5791
287.75,12878,-3.3214,2.5791
242,12413,-4.5531,2.5791
195,12291,-5.8897,2.5791
